deal id,proposed ticker,company name,proposed exchange,proposed share price,shares offered,date,year,month,dollar value of offering,,,Year,Count
769749-57624,RSOL,"Real Goods Solar, Inc.",Nasdaq National Market,10,"5,500,000",2008-05-08T00:00:00+03:00,2008,5,"$55,000,000",,,,
766392-57298,CFX,Colfax CORP,New York Stock Exchange,18,"18,750,000",2008-05-08T00:00:00+03:00,2008,5,"$337,500,000",,,,
55638-58168,CPTY,CAPITOL CITY BANCSHARES INC,OTCBB,10,"1,500,000",2008-05-08T00:00:00+03:00,2008,5,"$15,000,000",,,,
756964-56138,MHLD,"Maiden Holdings, Ltd.",Nasdaq Smallcap Market,8.1,"56,870,000",2008-05-06T00:00:00+03:00,2008,5,"$460,647,000",,,,
752211-55496,PSE,Pioneer Southwest Energy Partners L.P.,New York Stock Exchange,19,"8,250,000",2008-05-01T00:00:00+03:00,2008,5,"$156,750,000",,,,
780949-58660,NNA.U,Navios Maritime Acquisition CORP,New York Stock Exchange,10,"22,000,000",2008-06-26T00:00:00+03:00,2008,6,"$220,000,000",,,,
714176-56759,HPJ,"Highpower International, Inc.",American Stock Exchange,3.25,"2,590,224",2008-06-19T00:00:00+03:00,2008,6,"$8,418,228",,,,
780042-58556,DWT,Britannia Bulk Holdings Inc,New York Stock Exchange,15,"8,333,333",2008-06-18T00:00:00+03:00,2008,6,"$124,999,995",,,,
756827-56116,RHIE,"RHI Entertainment, Inc.",Nasdaq National Market,14,"13,500,000",2008-06-18T00:00:00+03:00,2008,6,"$189,000,000",,,,
745395-58221,HCIIU,"HCI Group, Inc.",Nasdaq National Market,7,"1,666,668",2008-07-31T00:00:00+03:00,2008,7,"$11,666,676",,,,
782347-58820,DL,China Distance Education Holdings LTD,New York Stock Exchange,7,"8,750,000",2008-07-30T00:00:00+03:00,2008,7,"$61,250,000",,,,
729490-54186,FHMS,"Oak Tree Educational Partners, Inc.",OTCBB,2,"65,700",2008-07-25T00:00:00+03:00,2008,7,"$131,400",,,,
765853-57240,NHR.U,North Asia Investment CORP,American Stock Exchange,10,"5,000,000",2008-07-25T00:00:00+03:00,2008,7,"$50,000,000",,,,
742157-54289,SOLR,GT Advanced Technologies Inc.,Nasdaq National Market,16.5,"30,300,000",2008-07-24T00:00:00+03:00,2008,7,"$499,950,000",,,,
765370-57130,FITI,"FUTUREIT, INC.",OTCBB,0.5,"11,432,020",2008-07-24T00:00:00+03:00,2008,7,"$5,716,010",,,,
774558-57995,ERII,"Energy Recovery, Inc.",Nasdaq National Market,8.5,"14,000,000",2008-07-02T00:00:00+03:00,2008,7,"$119,000,000",,,,
696318-48187,,"Virtual Medical Centre, Inc.",OTCBB,0.15,"7,593,000",2008-07-02T00:00:00+03:00,2008,7,"$1,138,950",,,,
778400-59021,HSNI,"HSN, Inc.",NASDAQ National Market,,"73,281,067",2008-08-21T00:00:00+03:00,2008,8,"$2,986,371.00",,,,
11501-59024,TKTM,TICKETMASTER ENTERTAINMENT LLC,Nasdaq National Market,,"72,186,499",2008-08-21T00:00:00+03:00,2008,8,"$2,048,618.00",,,,
3167-57507,MYRG,MYR GROUP INC.,Nasdaq National Market,16.6,"19,690,777",2008-08-13T00:00:00+03:00,2008,8,"$326,866,898",,,,
778403-59023,TREE,"LendingTree, Inc.",Nasdaq National Market,2.27,"16,654,428",2008-08-12T00:00:00+03:00,2008,8,"$37,805,552",,,,
778401-59022,IILG,"ILG, LLC",Nasdaq National Market,13.2,"68,780,505",2008-08-12T00:00:00+03:00,2008,8,"$907,902,666",,,,
784122-59001,CACA,"DJSP Enterprises, Inc.",Nasdaq Smallcap Market,8,"6,875,000",2008-08-12T00:00:00+03:00,2008,8,"$55,000,000",,,,
762076-56729,CSACF,LiNiu Technology Group,OTCBB,6,"4,800,000",2008-08-12T00:00:00+03:00,2008,8,"$28,800,000",,,,
74666-58190,RAX,"RACKSPACE HOSTING, INC.",New York Stock Exchange,12.5,"15,000,000",2008-08-08T00:00:00+03:00,2008,8,"$187,500,000",,,,
782794-58865,CMM,China Mass Media Corp.,New York Stock Exchange,6.8,"7,212,500",2008-08-04T00:00:00+03:00,2008,8,"$49,045,000",,,,
778528-58381,PSOF,Pansoft CO LTD,Nasdaq Smallcap Market,7,"1,200,000",2008-09-09T00:00:00+03:00,2008,9,"$8,400,000",,,,
776059-58128,CCYS,"Chocolate Candy Creations, Inc.",OTCBB,0.75,"62,000",2008-10-27T00:00:00+02:00,2008,10,"$46,500",,,,
780258-58578,HBCP,"HOME BANCORP, INC.",Nasdaq National Market,10,"7,762,500",2008-10-03T00:00:00+03:00,2008,10,"$77,625,000",,,,
778387-58358,LOPE,"Grand Canyon Education, Inc.",Nasdaq National Market,12,"10,500,000",2008-11-20T00:00:00+02:00,2008,11,"$126,000,000",,,,
777744-58293,XRU,CurrencyShares Russian Ruble Trust,New York Stock Exchange,36.7,"25,750,000",2008-11-19T00:00:00+02:00,2008,11,"$945,025,000",,,,
722015-51700,JOBI,"VPR Brands, LP.",OTCBB,0.11,"179,000",2008-12-29T00:00:00+02:00,2008,12,"$19,690",,,,
754394-55753,ASO,AirShares(TM) EU Carbon Allowances Fund,New York Stock Exchange,25,"10,000,000",2008-12-15T00:00:00+02:00,2008,12,"$250,000,000",,,,
794428-59950,MJN,Mead Johnson Nutrition CO,New York Stock Exchange,24,"30,000,000",2009-02-11T00:00:00+02:00,2009,2,"$720,000,000",,,,
749089-59129,NIV,"NIVS IntelliMedia Technology Group, Inc.",New York Stock Exchange,3.5,"550,000",2009-03-13T00:00:00+02:00,2009,3,"$1,925,000",,,,
697501-59357,RST,ROSETTA STONE INC,New York Stock Exchange,18,"6,250,000",2009-04-16T00:00:00+03:00,2009,4,"$112,500,000",,,,
651558-59992,ZVO,Zovio Inc,New York Stock Exchange,10.5,"13,500,000",2009-04-15T00:00:00+03:00,2009,4,"$141,750,000",,,,
800114-60596,CYOU,Changyou.com Ltd,Nasdaq National Market,16,"7,500,000",2009-04-02T00:00:00+03:00,2009,4,"$120,000,000",,,,
180523-60264,OPEN,OPENTABLE INC,Nasdaq National Market,20,"3,000,000",2009-05-21T00:00:00+03:00,2009,5,"$60,000,000",,,,
773909-57932,SWI,"SolarWinds, Inc.",New York Stock Exchange,12.5,"12,116,279",2009-05-20T00:00:00+03:00,2009,5,"$151,453,488",,,,
386862-58092,DGI,"DIGITALGLOBE, INC.",New York Stock Exchange,19,"14,700,000",2009-05-14T00:00:00+03:00,2009,5,"$279,300,000",,,,
780342-58591,DMM,"MacroShares Housing Depositor, LLC",New York Stock Exchange,30,"26,150,000",2009-06-30T00:00:00+03:00,2009,6,"$784,500,000",,,,
780342-58590,UMM,"MacroShares Housing Depositor, LLC",New York Stock Exchange,20,"17,250,000",2009-06-30T00:00:00+03:00,2009,6,"$345,000,000",,,,
780830-58643,IVR,Invesco Mortgage Capital Inc.,New York Stock Exchange,20,"8,500,000",2009-06-26T00:00:00+03:00,2009,6,"$170,000,000",,,,
796438-60220,MDSO,"Medidata Solutions, Inc.",Nasdaq National Market,14,"6,300,000",2009-06-25T00:00:00+03:00,2009,6,"$88,200,000",,,,
805839-61197,DGW,DUOYUAN GLOBAL WATER INC.,New York Stock Exchange,16,"5,500,000",2009-06-24T00:00:00+03:00,2009,6,"$88,000,000",,,,
805489-61132,CPC,Chemspec International Ltd,New York Stock Exchange,9,"8,087,000",2009-06-24T00:00:00+03:00,2009,6,"$72,783,000",,,,
741637-54195,CYS,"CYS Investments, Inc.",New York Stock Exchange,11,"9,100,000",2009-06-12T00:00:00+03:00,2009,6,"$100,100,000",,,,
798359-60418,GOV,OFFICE PROPERTIES INCOME TRUST,New York Stock Exchange,20,"10,000,000",2009-06-03T00:00:00+03:00,2009,6,"$200,000,000",,,,
728726-58967,GSM,GLOBE SPECIALTY METALS INC,Nasdaq National Market,7,"14,000,000",2009-07-30T00:00:00+03:00,2009,7,"$98,000,000",,,,
805446-61123,PMT,PennyMac Mortgage Investment Trust,New York Stock Exchange,20,"16,000,000",2009-07-30T00:00:00+03:00,2009,7,"$320,000,000",,,,
785247-59113,RCON,"Recon Technology, Ltd",Nasdaq SmallCap Market,6,"1,700,000",2009-07-30T00:00:00+03:00,2009,7,"$10,200,000",,,,
792225-59700,TBNK,Territorial Bancorp Inc.,Nasdaq National Market,10,"10,637,500",2009-07-13T00:00:00+03:00,2009,7,"$106,375,000",,,,
767160-57366,LOGM,"LogMeIn, Inc.",Nasdaq National Market,16,"6,666,667",2009-07-01T00:00:00+03:00,2009,7,"$106,666,672",,,,
787529-59298,EM,"Change Healthcare Holdings, Inc.",New York Stock Exchange,15.5,"23,700,000",2009-08-12T00:00:00+03:00,2009,8,"$367,350,000",,,,
806124-61238,STWD,"STARWOOD PROPERTY TRUST, INC.",New York Stock Exchange,20,"40,500,000",2009-08-12T00:00:00+03:00,2009,8,"$810,000,000",,,,
109945-54387,CPIX,CUMBERLAND PHARMACEUTICALS INC,Nasdaq National Market,17,"5,000,000",2009-08-11T00:00:00+03:00,2009,8,"$85,000,000",,,,
786169-59170,AVGO,Avago Technologies LTD,Nasdaq National Market,15,"43,200,000",2009-08-06T00:00:00+03:00,2009,8,"$648,000,000",,,,
808556-61553,CDCS,CDC Software CORP,Nasdaq National Market,12,"4,800,000",2009-08-06T00:00:00+03:00,2009,8,"$57,600,000",,,,
811286-61963,GAME,Shanda Games Ltd,Nasdaq National Market,12.5,"83,500,000",2009-09-25T00:00:00+03:00,2009,9,"$1,043,750,000",,,,
667059-58969,SEM,SELECT MEDICAL HOLDINGS CORP,New York Stock Exchange,10,"30,000,000",2009-09-25T00:00:00+03:00,2009,9,"$300,000,000",,,,
97902-59078,AONE,"B456 SYSTEMS, INC.",Nasdaq National Market,13.5,"28,180,501",2009-09-24T00:00:00+03:00,2009,9,"$380,436,764",,,,
808272-61519,ARI,"Apollo Commercial Real Estate Finance, Inc.",New York Stock Exchange,20,"10,000,000",2009-09-24T00:00:00+03:00,2009,9,"$200,000,000",,,,
770282-57665,ART,Artio Global Investors Inc.,New York Stock Exchange,26,"25,000,000",2009-09-24T00:00:00+03:00,2009,9,"$650,000,000",,,,
807592-61419,CLNY,"Colony Capital, Inc.",New York Stock Exchange,20,"12,500,000",2009-09-24T00:00:00+03:00,2009,9,"$250,000,000",,,,
783158-58906,DNO,"United States Short Oil Fund, LP",New York Stock Exchange,52.2,"25,000,000",2009-09-24T00:00:00+03:00,2009,9,"$1,305,000,000",,,,
747978-55048,VITC,"Vitacost.com, Inc.",Nasdaq National Market,12,"11,000,000",2009-09-24T00:00:00+03:00,2009,9,"$132,000,000",,,,
807421-61403,CXS,CreXus Investment Corp.,New York Stock Exchange,15,"13,333,334",2009-09-17T00:00:00+03:00,2009,9,"$200,000,010",,,,
802207-60740,TRIT,"Tri-Tech Holding, Inc.",Nasdaq SmallCap Market,6.75,"1,700,000",2009-09-10T00:00:00+03:00,2009,9,"$11,475,000",,,,
801155-60663,SGOL,Aberdeen Standard Gold ETF Trust,New York Stock Exchange,98.98,"11,000,000",2009-09-09T00:00:00+03:00,2009,9,"$1,088,780,000",,,,
744042-59904,LIWA,LIHUA INTERNATIONAL INC.,Nasdaq SmallCap Market,4,"2,300,000",2009-09-04T00:00:00+03:00,2009,9,"$9,200,000",,,,
744042-61219,LIWA,LIHUA INTERNATIONAL INC.,Nasdaq National Market,4,"2,300,000",2009-09-04T00:00:00+03:00,2009,9,"$9,200,000",,,,
792917-61787,VIVK,"Vivakor, Inc.",OTCBB,0.23,"15,000,000",2009-09-03T00:00:00+03:00,2009,9,"$3,450,000",,,,
808693-61565,ADUS,Addus HomeCare Corp,Nasdaq National Market,10,"5,400,000",2009-10-28T00:00:00+02:00,2009,10,"$54,000,000",,,,
711886-61612,VSI,"Vitamin Shoppe, Inc.",New York Stock Exchange,17,"9,096,077",2009-10-28T00:00:00+02:00,2009,10,"$154,633,309",,,,
11988-61809,DOLE,DOLE FOOD CO INC,New York Stock Exchange,12.5,"35,715,000",2009-10-23T00:00:00+02:00,2009,10,"$446,437,500",,,,
781274-58694,AGAM,"AGA Medical Holdings, Inc.",Nasdaq National Market,14.5,"13,750,000",2009-10-21T00:00:00+02:00,2009,10,"$199,375,000",,,,
749091-61426,ZSTN,"ZST Digital Networks, Inc.",Nasdaq National Market,8,"3,125,000",2009-10-20T00:00:00+02:00,2009,10,"$25,000,000",,,,
796436-60219,PMIC,PENN MILLERS HOLDING CORP,Nasdaq National Market,10,"6,772,221",2009-10-19T00:00:00+02:00,2009,10,"$67,722,210",,,,
812805-62189,CRIC,China Real Estate Information Corp,Nasdaq National Market,12,"18,000,000",2009-10-16T00:00:00+02:00,2009,10,"$216,000,000",,,,
3442-61640,RA,RAILAMERICA INC /DE,New York Stock Exchange,15,"22,000,000",2009-10-13T00:00:00+02:00,2009,10,"$330,000,000",,,,
780483-58603,MG,"Mistras Group, Inc.",New York Stock Exchange,12.5,"8,700,000",2009-10-08T00:00:00+02:00,2009,10,"$108,750,000",,,,
629740-57346,OMER,OMEROS CORP,Nasdaq National Market,10,"6,820,000",2009-10-08T00:00:00+02:00,2009,10,"$68,200,000",,,,
811264-61961,BSBR,Banco Santander (Brasil) S.A.,New York Stock Exchange,13.4033,"525,000,000",2009-10-07T00:00:00+02:00,2009,10,"$7,035,000,000",,,,
785278-59119,VRSK,"Verisk Analytics, Inc.",Nasdaq National Market,22,"85,250,000",2009-10-07T00:00:00+02:00,2009,10,"$1,875,500,000",,,,
777083-58222,ECHO,"Echo Global Logistics, Inc.",Nasdaq National Market,14,"5,700,000",2009-10-02T00:00:00+02:00,2009,10,"$79,800,000",,,,
5057-57174,EDMC,EDUCATION MANAGEMENT Corp,Nasdaq National Market,18,"20,000,000",2009-10-02T00:00:00+02:00,2009,10,"$360,000,000",,,,
752460-55534,TLCR,Talecris Biotherapeutics Holdings Corp.,Nasdaq National Market,19,"50,000,000",2009-10-01T00:00:00+02:00,2009,10,"$950,000,000",,,,
764877-58919,DRSX,Worry Free Tea House Holdings Company,OTCBB,1,"22,235,868",2009-11-25T00:00:00+02:00,2009,11,"$22,235,868",,,,
667455-58467,REVO,Revolutionary Concepts Inc,OTCBB,1.25,"3,642,200",2009-11-25T00:00:00+02:00,2009,11,"$4,552,750",,,,
813928-62354,GSMEF,"Plastec Technologies, Ltd.",OTCBB,10,"3,600,000",2009-11-20T00:00:00+02:00,2009,11,"$36,000,000",,,,
811299-61969,GTEC,"SOTERA DEFENSE SOLUTIONS, INC.",Nasdaq National Market,13,"4,600,000",2009-11-20T00:00:00+02:00,2009,11,"$59,800,000",,,,
814839-62470,SVN,7 Days Group Holdings LTD,New York Stock Exchange,11,"10,100,000",2009-11-20T00:00:00+02:00,2009,11,"$111,100,000",,,,
811298-61966,ARCL,"Archipelago Learning, Inc.",Nasdaq National Market,16.5,"6,250,000",2009-11-20T00:00:00+02:00,2009,11,"$103,125,000",,,,
784927-61784,CLD,CLOUD PEAK ENERGY INC.,New York Stock Exchange,15,"30,600,000",2009-11-20T00:00:00+02:00,2009,11,"$459,000,000",,,,
592969-61740,FTNT,"Fortinet, Inc.",Nasdaq National Market,12.5,"12,500,000",2009-11-18T00:00:00+02:00,2009,11,"$156,250,000",,,,
750093-55289,UNL,"United States 12 Month Natural Gas Fund, LP",New York Stock Exchange,50,"30,000,000",2009-11-18T00:00:00+02:00,2009,11,"$1,500,000,000",,,,
768304-60361,WNDT,"Arista Power, Inc.",OTCBB,0.8,"9,500,000",2009-11-16T00:00:00+02:00,2009,11,"$7,600,000",,,,
785927-59159,ALT,ISHARES DIVERSIFIED ALTERNATIVES TRUST,New York Stock Exchange,50,"20,000,000",2009-11-16T00:00:00+02:00,2009,11,"$1,000,000,000",,,,
1605-61859,DG,DOLLAR GENERAL CORP,New York Stock Exchange,21,"34,100,000",2009-11-13T00:00:00+02:00,2009,11,"$716,100,000",,,,
811633-62031,RUE,"rue21, inc.",Nasdaq National Market,19,"6,765,437",2009-11-13T00:00:00+02:00,2009,11,"$128,543,303",,,,
738407-60033,UNMN,"WEED, INC.",OTCBB,5,"1,589,074",2009-11-10T00:00:00+02:00,2009,11,"$7,945,370",,,,
813353-62269,STRI,"STR HOLDINGS, INC.",New York Stock Exchange,10,"12,300,000",2009-11-06T00:00:00+02:00,2009,11,"$123,000,000",,,,
66956-62012,DYP,"DUOYUAN PRINTING, INC.",New York Stock Exchange,8.5,"6,455,918",2009-11-06T00:00:00+02:00,2009,11,"$54,875,303",,,,
809494-61677,ACOM,Ancestry.com Inc.,Nasdaq National Market,13.5,"7,407,407",2009-11-05T00:00:00+02:00,2009,11,"$99,999,995",,,,
809680-61714,H,Hyatt Hotels Corp,New York Stock Exchange,25,"38,000,000",2009-11-05T00:00:00+02:00,2009,11,"$950,000,000",,,,
764799-62336,GNSZ,"Inspyr Therapeutics, Inc.",OTCBB,2,"10,965,791",2009-11-02T00:00:00+02:00,2009,11,"$21,931,582",,,,
669290-62202,KRA,Kraton Corp,New York Stock Exchange,13.5,"10,294,118",2009-12-17T00:00:00+02:00,2009,12,"$138,970,593",,,,
811322-61975,CIE,"Cobalt International Energy, Inc.",New York Stock Exchange,13.5,"63,000,000",2009-12-16T00:00:00+02:00,2009,12,"$850,500,000",,,,
110354-62252,TMH,TEAM HEALTH HOLDINGS INC.,New York Stock Exchange,12,"13,300,000",2009-12-16T00:00:00+02:00,2009,12,"$159,600,000",,,,
654435-59679,VYST,Vystar Corp,OTCBB,2,"4,803,338",2009-12-11T00:00:00+02:00,2009,12,"$9,606,676",,,,
786872-59230,OXFC,"Oxford City Football Club, Inc.",OTCBB,0.1,"20,198,500",2009-12-11T00:00:00+02:00,2009,12,"$2,019,850",,,,
768468-62048,KAR,"KAR Auction Services, Inc.",New York Stock Exchange,12,"25,000,000",2009-12-11T00:00:00+02:00,2009,12,"$300,000,000",,,,
815923-62616,CCM,Concord Medical Services Holdings Ltd,New York Stock Exchange,11,"12,000,000",2009-12-11T00:00:00+02:00,2009,12,"$132,000,000",,,,
816191-62664,NKBP,China Nuokang Bio-Pharmaceutical Inc.,Nasdaq National Market,9,"5,000,000",2009-12-10T00:00:00+02:00,2009,12,"$45,000,000",,,,
813512-62286,PEB,Pebblebrook Hotel Trust,New York Stock Exchange,20,"17,500,000",2009-12-09T00:00:00+02:00,2009,12,"$350,000,000",,,,
767729-62318,CELM,"CHINA ELECTRIC MOTOR, INC.",Nasdaq National Market,4.5,"5,000,000",2010-01-29T00:00:00+02:00,2010,1,"$22,500,000",,,,
818638-63053,CTC,IFM Investments Ltd,New York Stock Exchange,7,"12,487,500",2010-01-28T00:00:00+02:00,2010,1,"$87,412,500",,,,
810870-61911,AMCF,Andatee China Marine Fuel Services Corp,Nasdaq National Market,6.3,"3,134,921",2010-01-26T00:00:00+02:00,2010,1,"$19,750,002",,,,
817076-62817,CHC,China Hydroelectric Corp,New York Stock Exchange,16,"6,000,000",2010-01-25T00:00:00+02:00,2010,1,"$96,000,000",,,,
812716-62173,CHSP,Chesapeake Lodging Trust,New York Stock Exchange,20,"7,500,000",2010-01-22T00:00:00+02:00,2010,1,"$150,000,000",,,,
648615-62353,CLU,"Cellu Tissue Holdings, Inc.",New York Stock Exchange,13,"8,300,000",2010-01-22T00:00:00+02:00,2010,1,"$107,900,000",,,,
749215-62247,SYA,Symetra Financial CORP,New York Stock Exchange,12,"30,400,000",2010-01-22T00:00:00+02:00,2010,1,"$364,800,000",,,,
817209-62831,PHYS,Sprott Physical Gold Trust,New York Stock Exchange,10,"40,000,000",2010-02-26T00:00:00+02:00,2010,2,"$400,000,000",,,,
765029-58228,ESVC,"ENSIGN SERVICES, INC.",OTCBB,1.5,"3,437,300",2010-02-17T00:00:00+02:00,2010,2,"$5,155,950",,,,
814154-62379,GNRC,GENERAC HOLDINGS INC.,New York Stock Exchange,13,"18,750,000",2010-02-11T00:00:00+02:00,2010,2,"$243,750,000",,,,
818001-62962,GRM,Graham Packaging Co Inc.,New York Stock Exchange,10,"16,666,667",2010-02-11T00:00:00+02:00,2010,2,"$166,666,670",,,,
158807-62653,QNST,"QUINSTREET, INC",Nasdaq National Market,15,"10,000,000",2010-02-11T00:00:00+02:00,2010,2,"$150,000,000",,,,
815376-62539,TRNO,Terreno Realty Corp,New York Stock Exchange,20,"8,750,000",2010-02-10T00:00:00+02:00,2010,2,"$175,000,000",,,,
42411-62722,PDM,"Piedmont Office Realty Trust, Inc.",New York Stock Exchange,14.5,"12,000,000",2010-02-10T00:00:00+02:00,2010,2,"$174,000,000",,,,
788969-62670,IRWD,IRONWOOD PHARMACEUTICALS INC,Nasdaq National Market,11.25,"16,666,667",2010-02-03T00:00:00+02:00,2010,2,"$187,500,004",,,,
97877-62919,MERU,MERU NETWORKS INC,Nasdaq National Market,15,"4,386,784",2010-03-31T00:00:00+03:00,2010,3,"$65,801,760",,,,
747205-63008,SSNC,SS&C Technologies Holdings Inc,Nasdaq National Market,15,"10,725,000",2010-03-31T00:00:00+03:00,2010,3,"$160,875,000",,,,
821647-63381,STNG,Scorpio Tankers Inc.,New York Stock Exchange,13,"12,500,000",2010-03-31T00:00:00+03:00,2010,3,"$162,500,000",,,,
823166-63493,HTHT,Huazhu Group Ltd,Nasdaq National Market,12.25,"9,000,000",2010-03-26T00:00:00+02:00,2010,3,"$110,250,000",,,,
